activityId,currentSessionStarted,event,event_hashCode,event_hashcode,ext,firstSessionStarted,gameplayId,gameplayId_hashCode,name,progress,response,score,session,stored,success,target,target_hashCode,time,timestamp,type,type_hashCode,uuidv4,versionId
"5dd186a95187cd0095b07ea2","Thu Nov 21 2019 16:29:30 GMT+0100 (Central European Standard Time)","initialized","1234020052",???,"[object Object]","2019-11-21T15:26:50.063Z","5dd6acba5187cd0095b07ec6",???,"paloma",???,???,???,"1","2019-11-21T15:26:50.655Z",???,"wave","3642105",???,"Thu Nov 21 2019 16:29:30 GMT+0100 (Central European Standard Time)","stage","109757182","058f3e3b-92e0-4f4b-93e3-6e1ee8301bed","5c613b4dcf73440078c85032"
"5dd186a95187cd0095b07ea2","Thu Nov 21 2019 16:44:36 GMT+0100 (Central European Standard Time)","selected","1191572123",???,"[object Object]","2019-11-21T15:23:13.902Z","5dd6abe15187cd0095b07ec0",???,"aitor",???,"((imp(x >= y, retval == x)) && (imp(y > x, retval == y)))","0","2","2019-11-21T15:41:56.703Z","true","post","3446944",???,"Thu Nov 21 2019 16:44:36 GMT+0100 (Central European Standard Time)","question","-1165870106","6f98930f-7182-4b1d-83af-66c48a6030f9","5c613b4dcf73440078c85032"
"5dd186a95187cd0095b07ea2","Thu Nov 21 2019 16:47:32 GMT+0100 (Central European Standard Time)","selected","1191572123",???,"[object Object]","2019-11-21T15:29:22.393Z","5dd6ad525187cd0095b07ecf",???,"manuel freire",???,"((x >= (0)) && (y >= (0)))","0","3","2019-11-21T15:44:52.095Z","true","pre","111267",???,"Thu Nov 21 2019 16:47:32 GMT+0100 (Central European Standard Time)","question","-1165870106","172eb9f5-c5e7-4f9c-a884-fc66ae4e6b63","5c613b4dcf73440078c85032"
"5dd186a95187cd0095b07ea2","Thu Nov 21 2019 16:47:11 GMT+0100 (Central European Standard Time)","selected","1191572123",???,"[object Object]","2019-11-21T15:29:22.393Z","5dd6ad525187cd0095b07ecf",???,"manuel freire",???,"((x >= (0)) && (y >= (0)))","0","3","2019-11-21T15:44:31.047Z","true","pre","111267",???,"Thu Nov 21 2019 16:47:11 GMT+0100 (Central European Standard Time)","question","-1165870106","03ca1593-ffb5-45bc-8d80-a1e85f149fc5","5c613b4dcf73440078c85032"
"5dd186a95187cd0095b07ea2","Thu Nov 21 2019 16:46:18 GMT+0100 (Central European Standard Time)","completed","-1402931637",???,"[object Object]","2019-11-21T15:23:13.902Z","5dd6abe15187cd0095b07ec0",???,"aitor",???,???,"1","2","2019-11-21T15:43:38.435Z","true","level1","-1106127571",???,"Thu Nov 21 2019 16:46:18 GMT+0100 (Central European Standard Time)","level","102865796","cc4c0a39-8c8c-4e78-a687-37b8d2eaaeaf","5c613b4dcf73440078c85032"
"5dd186a95187cd0095b07ea2","Thu Nov 21 2019 16:45:20 GMT+0100 (Central European Standard Time)","selected","1191572123",???,"[object Object]","2019-11-21T15:31:18.395Z","5dd6adc65187cd0095b07ed5",???,"dám0012",???,"((x >= (0)) && (y >= (0)))","0","2","2019-11-21T15:42:40.301Z","true","pre","111267",???,"Thu Nov 21 2019 16:45:20 GMT+0100 (Central European Standard Time)","question","-1165870106","cc5e3c1d-a804-4c47-bd19-4f448d2ccafd","5c613b4dcf73440078c85032"
"5dd186a95187cd0095b07ea2","Thu Nov 21 2019 16:48:15 GMT+0100 (Central European Standard Time)","selected","1191572123",???,"[object Object]","2019-11-21T15:27:33.053Z","5dd6ace55187cd0095b07ec9",???,"gabriel sellés",???,"true","1","1","2019-11-21T15:45:35.186Z","false","post","3446944",???,"Thu Nov 21 2019 16:48:15 GMT+0100 (Central European Standard Time)","question","-1165870106","0592a1b6-a07a-4cfe-a7ab-7b17d0cd2915","5c613b4dcf73440078c85032"
"5dd186a95187cd0095b07ea2","Thu Nov 21 2019 16:50:06 GMT+0100 (Central European Standard Time)","selected","1191572123",???,"[object Object]","2019-11-21T15:29:56.818Z","5dd6ad745187cd0095b07ed2",???,"qwerty",???,"true","1","1","2019-11-21T15:47:26.931Z","false","post","3446944",???,"Thu Nov 21 2019 16:50:06 GMT+0100 (Central European Standard Time)","question","-1165870106","a5db12d6-0970-4fa2-806f-5c1995d31231","5c613b4dcf73440078c85032"
"5dd186a95187cd0095b07ea2","Thu Nov 21 2019 16:46:51 GMT+0100 (Central European Standard Time)","initialized","1234020052",???,"[object Object]","2019-11-21T15:26:50.063Z","5dd6acba5187cd0095b07ec6",???,"paloma",???,???,???,"2","2019-11-21T15:44:11.005Z",???,"wave","3642105",???,"Thu Nov 21 2019 16:46:51 GMT+0100 (Central European Standard Time)","stage","109757182","dda92057-643f-40a5-a1a3-7f14345a3562","5c613b4dcf73440078c85032"
"5dd186a95187cd0095b07ea2","Thu Nov 21 2019 16:47:50 GMT+0100 (Central European Standard Time)","initialized","1234020052",???,"[object Object]","2019-11-21T15:23:02.002Z","5dd6abd65187cd0095b07ebd",???,"juan",???,???,???,"3","2019-11-21T15:45:10.635Z",???,"wave","3642105",???,"Thu Nov 21 2019 16:47:50 GMT+0100 (Central European Standard Time)","stage","109757182","e789ab22-7ea3-4480-85da-7486ae25acce","5c613b4dcf73440078c85032"
"5dd186a95187cd0095b07ea2","Thu Nov 21 2019 16:58:34 GMT+0100 (Central European Standard Time)","completed","-1402931637",???,"[object Object]","2019-11-21T15:27:33.053Z","5dd6ace55187cd0095b07ec9",???,"gabriel sellés",???,???,"1","3","2019-11-21T15:55:54.676Z","false","wave","3642105",???,"Thu Nov 21 2019 16:58:34 GMT+0100 (Central European Standard Time)","stage","109757182","fdbfd582-87de-466f-9284-ac52a73d0162","5c613b4dcf73440078c85032"
"5dd186a95187cd0095b07ea2","Thu Nov 21 2019 16:58:35 GMT+0100 (Central European Standard Time)","completed","-1402931637",???,"[object Object]","2019-11-21T15:27:33.053Z","5dd6ace55187cd0095b07ec9",???,"gabriel sellés",???,???,"1","3","2019-11-21T15:55:54.676Z","true","level1","-1106127571",???,"Thu Nov 21 2019 16:58:35 GMT+0100 (Central European Standard Time)","level","102865796","e12ccc1b-01b3-4c5a-bded-7d22dbaa2ba8","5c613b4dcf73440078c85032"
"5dd186a95187cd0095b07ea2","Thu Nov 21 2019 16:51:04 GMT+0100 (Central European Standard Time)","selected","1191572123",???,"[object Object]","2019-11-21T15:29:07.690Z","5dd6ad435187cd0095b07ecc",???,"carlos",???,"(((retval >= x) && (retval >= y)) && ((retval == x) || (retval == y)))","0","1","2019-11-21T15:48:24.557Z","true","post","3446944",???,"Thu Nov 21 2019 16:51:04 GMT+0100 (Central European Standard Time)","question","-1165870106","a9db023f-0208-4403-aacf-cc7db9d77276","5c613b4dcf73440078c85032"
"5dd186a95187cd0095b07ea2","Thu Nov 21 2019 16:51:33 GMT+0100 (Central European Standard Time)","selected","1191572123",???,"[object Object]","2019-11-21T15:29:07.690Z","5dd6ad435187cd0095b07ecc",???,"carlos",???,"(((retval >= x) && (retval >= y)) && ((retval == x) || (retval == y)))","0","1","2019-11-21T15:48:53.122Z","true","post","3446944",???,"Thu Nov 21 2019 16:51:33 GMT+0100 (Central European Standard Time)","question","-1165870106","07050323-e6c2-4d7e-8b49-398f1e881e2a","5c613b4dcf73440078c85032"
"5dd186a95187cd0095b07ea2","Thu Nov 21 2019 16:52:35 GMT+0100 (Central European Standard Time)","completed","-1402931637",???,"[object Object]","2019-11-21T15:29:07.690Z","5dd6ad435187cd0095b07ecc",???,"carlos",???,???,"1","1","2019-11-21T15:49:55.856Z","true","level1","-1106127571",???,"Thu Nov 21 2019 16:52:35 GMT+0100 (Central European Standard Time)","level","102865796","260b1807-265e-4668-b315-bbd2a4a7227a","5c613b4dcf73440078c85032"
"5dd186a95187cd0095b07ea2","Thu Nov 21 2019 16:51:25 GMT+0100 (Central European Standard Time)","completed","-1402931637",???,"[object Object]","2019-11-21T15:23:02.002Z","5dd6abd65187cd0095b07ebd",???,"juan",???,???,"1","3","2019-11-21T15:48:45.103Z","true","wave","3642105",???,"Thu Nov 21 2019 16:51:25 GMT+0100 (Central European Standard Time)","stage","109757182","bf269a4f-147f-4230-a02a-a049fcf07ca6","5c613b4dcf73440078c85032"
"5dd186a95187cd0095b07ea2","Thu Nov 21 2019 16:53:14 GMT+0100 (Central European Standard Time)","completed","-1402931637",???,"[object Object]","2019-11-21T15:29:56.818Z","5dd6ad745187cd0095b07ed2",???,"qwerty",???,???,"1","1","2019-11-21T15:50:34.943Z","true","wave","3642105",???,"Thu Nov 21 2019 16:53:14 GMT+0100 (Central European Standard Time)","stage","109757182","5a2c80a0-af0a-4cd4-a910-46f385aeacfd","5c613b4dcf73440078c85032"
